season,holiday,weekday,workingday,weathersit,temp,year,months,hours,humidity,counts
summer,0,Wed,1,Clear + Few clouds,0.64,0,Jun,11,0.41,143
summer,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.64,1,May,20,0.73,263
fall,0,Thu,1,Clear + Few clouds,0.8,0,Aug,11,0.41,149
springer,0,Mon,0,Clear + Few clouds,0.34,1,Dec,16,0.34,190
summer,0,Thu,1,Clear + Few clouds,0.62,0,Apri,19,0.78,260
winter,0,Sun,0,Mist + Cloudy,0.34,1,Nov,2,0.49,46
fall,0,Fri,1,Mist + Cloudy,0.64,0,Sep,11,0.94,98
summer,0,Fri,1,Clear + Few clouds,0.62,0,May,2,0.83,14
summer,0,Sat,1,Clear + Few clouds,0.54,1,May,23,0.37,180
springer,0,Thu,1,Mist + Cloudy,0.36,1,Feb,9,0.71,276
winter,0,Fri,1,Mist + Cloudy,0.3,1,Nov,2,0.49,6
winter,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.66,0,Sep,19,0.83,372
summer,0,Sat,1,Clear + Few clouds,0.52,1,Apri,18,0.25,654
summer,0,Fri,1,Clear + Few clouds,0.64,1,May,14,0.38,270
springer,0,Thu,1,Mist + Cloudy,0.44,0,Dec,18,1.0,280
springer,0,Fri,1,Clear + Few clouds,0.46,1,Mar,9,0.72,301
summer,0,Mon,0,Mist + Cloudy,0.52,0,May,4,1.0,13
springer,0,Mon,0,Mist + Cloudy,0.3,0,Feb,23,0.61,54
fall,0,Sat,1,Clear + Few clouds,0.74,1,Jun,0,0.48,114
fall,1,Tue,0,Mist + Cloudy,0.7,1,Sep,23,0.84,70
fall,0,Mon,0,Clear + Few clouds,0.62,0,Sep,22,0.69,95
fall,0,Thu,1,Mist + Cloudy,0.66,0,Sep,14,0.74,179
springer,0,Tue,1,Clear + Few clouds,0.48,1,Feb,20,0.33,219
fall,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.64,0,Sep,21,0.94,82
springer,0,Mon,0,Mist + Cloudy,0.38,0,Jan,9,0.76,20
winter,0,Wed,1,Mist + Cloudy,0.36,0,Nov,2,0.81,4
summer,0,Sun,0,Clear + Few clouds,0.62,1,Jun,3,0.57,40
springer,0,Sun,0,Clear + Few clouds,0.28,1,Dec,11,0.41,159
fall,0,Mon,0,Clear + Few clouds,0.6,0,Sep,7,0.88,37
springer,0,Tue,1,Mist + Cloudy,0.32,0,Feb,23,0.81,45
winter,0,Fri,1,Clear + Few clouds,0.4,0,Nov,22,0.82,137
fall,0,Wed,1,Clear + Few clouds,0.66,0,Jun,11,0.83,171
fall,1,Thu,0,Clear + Few clouds,0.92,1,July,17,0.35,414
winter,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.42,1,Oct,19,0.94,54
summer,0,Wed,1,Clear + Few clouds,0.48,1,Apri,11,0.23,258
springer,0,Mon,0,Clear + Few clouds,0.24,1,Jan,4,0.3,5
winter,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.6,0,Sep,2,0.94,106
springer,0,Sun,0,Clear + Few clouds,0.4,0,Mar,14,0.5,166
springer,0,Sat,1,Clear + Few clouds,0.28,0,Feb,18,0.28,174
springer,0,Tue,1,Clear + Few clouds,0.22,1,Feb,4,0.8,1
fall,0,Tue,1,Clear + Few clouds,0.82,1,Aug,15,0.46,274
fall,0,Wed,1,Clear + Few clouds,0.74,0,Jun,13,0.66,207
summer,0,Tue,1,Clear + Few clouds,0.54,1,Apri,13,0.28,281
springer,0,Sat,1,Mist + Cloudy,0.4,1,Jan,1,0.87,29
fall,0,Wed,1,Mist + Cloudy,0.74,1,Aug,20,0.7,448
winter,0,Thu,1,Mist + Cloudy,0.26,1,Nov,6,0.56,118
springer,0,Fri,1,Clear + Few clouds,0.18,0,Feb,11,0.43,64
fall,0,Sat,1,Clear + Few clouds,0.66,0,Jun,1,0.83,28
winter,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.3,1,Oct,14,0.81,126
summer,0,Sun,0,Clear + Few clouds,0.46,0,May,4,0.88,7
fall,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.7,0,Aug,12,0.79,41
summer,0,Thu,1,Clear + Few clouds,0.42,0,May,19,0.58,296
winter,0,Sat,1,Clear + Few clouds,0.28,0,Nov,21,0.48,111
fall,0,Wed,1,Clear + Few clouds,0.76,0,July,19,0.75,388
springer,0,Sat,1,Clear + Few clouds,0.4,0,Mar,6,0.66,36
fall,0,Fri,1,Clear + Few clouds,0.72,1,Aug,8,0.74,739
springer,0,Thu,1,Clear + Few clouds,0.34,1,Feb,21,0.53,178
summer,0,Tue,1,Clear + Few clouds,0.6,0,Apri,9,0.83,174
fall,0,Tue,1,Clear + Few clouds,0.8,1,Aug,15,0.55,282
winter,0,Sun,0,Clear + Few clouds,0.4,0,Nov,11,0.62,230
fall,0,Mon,0,Clear + Few clouds,0.76,0,Aug,17,0.4,398
springer,0,Fri,1,Mist + Cloudy,0.46,0,Dec,13,0.63,188
summer,0,Wed,1,Clear + Few clouds,0.48,0,May,0,0.63,18
summer,0,Tue,1,Mist + Cloudy,0.56,0,Mar,15,0.6,107
summer,0,Fri,1,Clear + Few clouds,0.5,1,Apri,15,0.31,269
winter,0,Fri,1,Mist + Cloudy,0.42,0,Nov,12,0.67,167
springer,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.4,0,Feb,17,1.0,79
winter,0,Wed,1,Clear + Few clouds,0.56,1,Sep,10,0.52,170
winter,0,Mon,0,Clear + Few clouds,0.3,0,Oct,9,0.65,147
springer,0,Sun,0,Clear + Few clouds,0.3,0,Feb,12,0.39,120
summer,0,Sun,0,Clear + Few clouds,0.36,0,Apri,19,0.53,148
winter,0,Wed,1,Mist + Cloudy,0.36,0,Dec,4,0.53,4
fall,0,Thu,1,Clear + Few clouds,0.62,1,Aug,2,0.78,17
springer,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.14,1,Jan,3,0.93,13
winter,0,Tue,1,Clear + Few clouds,0.44,0,Nov,4,0.67,5
fall,0,Tue,1,Clear + Few clouds,0.76,1,Aug,18,0.52,812
fall,0,Wed,1,Mist + Cloudy,0.8,0,July,9,0.63,199
winter,0,Mon,0,Clear + Few clouds,0.28,1,Nov,2,0.81,73
springer,0,Tue,1,Clear + Few clouds,0.36,0,Mar,18,0.4,235
winter,0,Thu,1,Mist + Cloudy,0.44,1,Dec,8,0.58,759
winter,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.62,1,Oct,15,0.83,209
winter,0,Mon,0,Clear + Few clouds,0.48,0,Nov,22,0.72,66
fall,0,Sun,0,Mist + Cloudy,0.66,1,Sep,5,0.94,15
summer,0,Sun,0,Clear + Few clouds,0.4,0,Apri,6,0.58,21
fall,1,Thu,0,Mist + Cloudy,0.78,1,July,23,0.43,183
springer,0,Mon,0,Clear + Few clouds,0.3,0,Jan,15,0.56,109
fall,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.62,1,Sep,22,0.83,129
fall,0,Mon,0,Clear + Few clouds,0.76,1,July,10,0.66,382
winter,0,Sun,0,Mist + Cloudy,0.4,1,Dec,12,0.87,486
summer,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.6,1,Jun,18,0.53,782
summer,0,Sat,1,Clear + Few clouds,0.72,1,Jun,12,0.39,369
springer,1,Tue,0,Clear + Few clouds,0.34,0,Dec,5,0.42,4
springer,0,Sat,1,Mist + Cloudy,0.36,1,Mar,11,0.34,187
summer,0,Thu,1,Clear + Few clouds,0.44,0,Apri,12,0.41,134
summer,0,Mon,0,Mist + Cloudy,0.44,0,May,6,0.82,6
fall,0,Mon,0,Clear + Few clouds,0.62,0,July,6,0.73,21
summer,0,Fri,1,Clear + Few clouds,0.46,0,Apri,21,0.63,145
winter,0,Mon,0,Clear + Few clouds,0.24,0,Nov,5,0.87,5
winter,0,Fri,1,Clear + Few clouds,0.46,0,Nov,18,0.63,433
fall,0,Mon,0,Clear + Few clouds,0.8,0,Aug,13,0.59,310
winter,0,Sat,1,Clear + Few clouds,0.46,1,Nov,15,0.36,356
fall,0,Fri,1,Clear + Few clouds,0.82,1,Aug,16,0.32,419
winter,0,Sat,1,Mist + Cloudy,0.3,0,Dec,23,0.49,75
fall,0,Wed,1,Clear + Few clouds,0.68,1,July,0,0.79,38
springer,0,Mon,0,Clear + Few clouds,0.36,1,Jan,11,0.46,256
winter,0,Tue,1,Clear + Few clouds,0.44,0,Nov,4,0.82,4
springer,0,Fri,1,Clear + Few clouds,0.2,0,Mar,20,0.4,70
winter,0,Wed,1,Mist + Cloudy,0.5,1,Oct,16,0.72,424
summer,0,Mon,0,Mist + Cloudy,0.5,0,Apri,7,1.0,27
summer,0,Thu,1,Mist + Cloudy,0.42,1,Apri,23,0.77,70
summer,0,Wed,1,Clear + Few clouds,0.6,1,Apri,12,0.33,244
fall,0,Wed,1,Clear + Few clouds,0.68,1,July,21,0.79,352
winter,0,Sun,0,Clear + Few clouds,0.26,0,Nov,8,0.56,92
summer,0,Tue,1,Clear + Few clouds,0.5,0,May,2,1.0,13
summer,0,Sun,0,Clear + Few clouds,0.76,1,Jun,11,0.35,569
fall,0,Mon,0,Clear + Few clouds,0.72,1,July,21,0.79,223
summer,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.6,1,May,13,0.83,184
summer,0,Tue,1,Clear + Few clouds,0.56,1,Apri,16,0.3,391
summer,0,Thu,1,Clear + Few clouds,0.48,0,May,15,0.51,129
springer,0,Mon,0,Mist + Cloudy,0.16,1,Jan,2,0.47,43
summer,0,Sat,1,Clear + Few clouds,0.56,0,Jun,2,0.94,13
fall,0,Mon,0,Clear + Few clouds,0.72,1,Aug,3,0.74,41
summer,0,Wed,1,Mist + Cloudy,0.76,0,Jun,11,0.52,151
summer,0,Thu,1,Clear + Few clouds,0.54,1,Apri,0,0.32,38
springer,0,Wed,1,Clear + Few clouds,0.46,1,Jan,22,0.72,90
winter,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.3,1,Oct,15,0.87,124
springer,0,Wed,1,Clear + Few clouds,0.14,0,Jan,8,0.69,179
fall,0,Wed,1,Mist + Cloudy,0.78,0,Aug,9,0.62,175
fall,0,Wed,1,Clear + Few clouds,0.76,1,July,15,0.62,144
fall,0,Thu,1,Mist + Cloudy,0.76,1,Sep,10,0.7,235
summer,0,Mon,0,Clear + Few clouds,0.6,1,Apri,18,0.26,487
winter,0,Sat,1,Mist + Cloudy,0.3,1,Dec,9,0.81,301
summer,0,Wed,1,Mist + Cloudy,0.7,1,Jun,0,0.58,28
fall,0,Thu,1,Clear + Few clouds,0.48,1,Sep,23,0.67,123
winter,0,Mon,0,Clear + Few clouds,0.62,0,Oct,17,0.61,438
fall,0,Sun,0,Clear + Few clouds,0.76,0,July,1,0.55,90
springer,0,Fri,1,Clear + Few clouds,0.26,0,Jan,4,0.56,1
summer,0,Sun,0,Mist + Cloudy,0.3,0,Apri,1,0.87,20
springer,0,Sun,0,Clear + Few clouds,0.5,0,Mar,16,0.31,304
fall,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.6,1,Sep,14,0.94,143
summer,0,Mon,0,Clear + Few clouds,0.48,1,Mar,23,0.82,65
springer,0,Thu,1,Clear + Few clouds,0.16,0,Jan,1,0.74,6
winter,1,Fri,0,Clear + Few clouds,0.46,0,Nov,12,0.36,150
summer,0,Thu,1,Clear + Few clouds,0.6,1,Jun,4,0.83,10
summer,0,Tue,1,Clear + Few clouds,0.64,0,Jun,21,0.73,206
summer,0,Fri,1,Clear + Few clouds,0.64,0,Apri,17,0.47,455
winter,0,Wed,1,Clear + Few clouds,0.24,1,Nov,2,0.65,2
winter,0,Tue,1,Mist + Cloudy,0.36,0,Oct,10,0.57,105
winter,0,Sun,0,Clear + Few clouds,0.6,0,Oct,13,0.35,394
summer,0,Thu,1,Mist + Cloudy,0.58,1,May,10,0.83,175
fall,0,Mon,0,Clear + Few clouds,0.82,0,July,8,0.56,104
summer,0,Wed,1,Mist + Cloudy,0.56,0,May,11,0.83,130
springer,0,Wed,1,Clear + Few clouds,0.26,0,Dec,2,0.7,4
springer,0,Fri,1,Clear + Few clouds,0.6,0,Feb,14,0.31,81
summer,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.48,0,Apri,8,0.88,226
springer,0,Tue,1,Clear + Few clouds,0.44,1,Feb,22,0.44,92
fall,0,Fri,1,Clear + Few clouds,0.92,1,July,16,0.33,433
summer,0,Wed,1,Clear + Few clouds,0.76,1,May,11,0.62,197
springer,0,Tue,1,Clear + Few clouds,0.14,1,Feb,2,0.46,4
summer,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.26,0,Mar,8,1.0,124
summer,0,Thu,1,Clear + Few clouds,0.54,1,May,5,0.9,33
winter,0,Tue,1,Clear + Few clouds,0.5,1,Oct,20,0.59,403
winter,0,Wed,1,Mist + Cloudy,0.4,1,Nov,17,0.71,590
fall,0,Sun,0,Mist + Cloudy,0.64,0,Sep,0,0.73,87
winter,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.46,0,Nov,19,0.94,111
fall,1,Tue,0,Clear + Few clouds,0.64,0,July,1,0.83,119
fall,0,Fri,1,Mist + Cloudy,0.72,0,Aug,14,0.74,113
fall,0,Sun,0,Clear + Few clouds,0.74,0,July,3,0.62,43
fall,0,Sat,1,Clear + Few clouds,0.94,1,Jun,13,0.38,239
summer,0,Sun,0,Clear + Few clouds,0.62,1,Jun,13,0.41,679
springer,0,Tue,1,Mist + Cloudy,0.2,0,Jan,13,0.4,54
fall,0,Tue,1,Clear + Few clouds,0.66,1,Jun,22,0.29,187
summer,0,Sat,1,Clear + Few clouds,0.46,0,Apri,21,0.51,195
springer,0,Sun,0,Clear + Few clouds,0.34,1,Feb,1,0.42,46
springer,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.16,0,Jan,21,0.86,20
fall,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.74,0,Jun,20,0.7,326
summer,0,Wed,1,Clear + Few clouds,0.78,0,May,14,0.46,153
springer,0,Sun,0,Mist + Cloudy,0.3,0,Mar,4,0.93,1
springer,0,Fri,1,Mist + Cloudy,0.36,0,Feb,12,0.53,95
winter,0,Sun,0,Clear + Few clouds,0.32,1,Nov,0,0.76,122
fall,0,Sun,0,Clear + Few clouds,0.64,0,July,7,0.65,45
fall,0,Sun,0,Clear + Few clouds,0.96,1,July,17,0.26,279
springer,0,Mon,0,Mist + Cloudy,0.16,1,Jan,13,0.8,199
summer,0,Sun,0,Mist + Cloudy,0.5,0,May,4,0.82,5
winter,0,Mon,0,Mist + Cloudy,0.36,0,Nov,4,0.62,6
summer,0,Mon,0,Clear + Few clouds,0.54,0,Apri,15,0.32,388
fall,0,Sun,0,Clear + Few clouds,0.64,1,Jun,0,0.83,116
winter,0,Wed,1,Mist + Cloudy,0.46,0,Dec,7,0.94,234
springer,0,Fri,1,Clear + Few clouds,0.42,1,Feb,10,0.67,148
fall,0,Thu,1,Clear + Few clouds,0.8,0,Aug,15,0.43,159
fall,0,Fri,1,Clear + Few clouds,0.66,0,Aug,2,0.65,6
springer,0,Sun,0,Clear + Few clouds,0.24,1,Feb,8,0.87,90
winter,0,Tue,1,Clear + Few clouds,0.24,0,Dec,23,0.75,45
springer,0,Wed,1,Clear + Few clouds,0.34,0,Mar,17,0.34,242
springer,0,Fri,1,Mist + Cloudy,0.26,0,Jan,18,0.56,185
winter,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.46,0,Dec,5,0.88,20
winter,0,Fri,1,Clear + Few clouds,0.34,1,Dec,11,0.42,189
summer,0,Thu,1,Mist + Cloudy,0.54,1,May,7,0.88,358
summer,0,Sun,0,Mist + Cloudy,0.7,0,Jun,19,0.39,285
summer,0,Tue,1,Mist + Cloudy,0.6,0,Apri,11,0.73,104
fall,0,Fri,1,Clear + Few clouds,0.88,1,Aug,15,0.32,267
summer,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.64,1,May,17,0.69,285
summer,0,Wed,1,Clear + Few clouds,0.32,0,Apri,22,0.49,46
fall,0,Mon,0,Clear + Few clouds,0.78,0,July,11,0.55,287
summer,0,Fri,1,Mist + Cloudy,0.32,0,Mar,13,0.7,101
springer,0,Mon,0,Mist + Cloudy,0.32,0,Feb,22,0.57,47
springer,0,Wed,1,Clear + Few clouds,0.18,1,Jan,12,0.37,74
winter,0,Tue,1,Mist + Cloudy,0.36,1,Nov,1,0.66,19
winter,0,Thu,1,Clear + Few clouds,0.32,1,Dec,22,0.45,105
springer,0,Fri,1,Clear + Few clouds,0.5,0,Mar,16,0.48,142
fall,0,Thu,1,Clear + Few clouds,0.62,1,Sep,14,0.38,286
fall,0,Fri,1,Clear + Few clouds,0.86,1,Aug,13,0.44,310
fall,0,Thu,1,Clear + Few clouds,0.72,1,July,22,0.58,244
winter,0,Wed,1,Clear + Few clouds,0.42,0,Oct,7,0.82,309
fall,0,Sun,0,Mist + Cloudy,0.72,1,Aug,13,0.51,517
summer,0,Tue,1,Clear + Few clouds,0.58,0,May,19,0.43,384
winter,0,Wed,1,Clear + Few clouds,0.38,1,Dec,19,0.46,353
fall,0,Tue,1,Clear + Few clouds,0.7,0,Aug,19,0.65,397
fall,0,Tue,1,Clear + Few clouds,0.72,1,Aug,23,0.74,113
springer,0,Sun,0,Clear + Few clouds,0.6,1,Mar,13,0.6,686
fall,0,Thu,1,Clear + Few clouds,0.7,0,July,22,0.79,186
springer,0,Sun,0,Clear + Few clouds,0.64,1,Mar,16,0.5,685
summer,0,Wed,1,Mist + Cloudy,0.46,0,Apri,5,0.72,18
winter,0,Mon,0,Clear + Few clouds,0.56,1,Sep,11,0.46,570
winter,0,Fri,1,Clear + Few clouds,0.34,1,Nov,20,0.61,285
summer,0,Mon,0,Clear + Few clouds,0.5,0,Apri,13,0.34,343
summer,0,Mon,0,Mist + Cloudy,0.46,0,Apri,17,0.28,274
summer,0,Wed,1,Mist + Cloudy,0.68,0,May,12,0.61,217
summer,0,Fri,1,Mist + Cloudy,0.48,1,Apri,0,0.63,43
summer,0,Thu,1,Clear + Few clouds,0.52,1,Jun,23,0.77,123
winter,0,Fri,1,Clear + Few clouds,0.32,0,Nov,17,0.42,399
springer,0,Sun,0,Clear + Few clouds,0.46,0,Mar,16,0.41,244
springer,0,Sun,0,Mist + Cloudy,0.32,0,Dec,4,0.66,3
summer,0,Thu,1,Clear + Few clouds,0.24,0,Apri,4,0.65,1
springer,0,Fri,1,Clear + Few clouds,0.5,0,Mar,17,0.42,313
fall,0,Mon,0,Clear + Few clouds,0.78,0,July,22,0.66,98
winter,1,Tue,0,Clear + Few clouds,0.56,0,Oct,10,0.73,265
summer,0,Fri,1,Clear + Few clouds,0.68,1,Jun,13,0.57,284
fall,0,Sat,1,Clear + Few clouds,0.66,1,Aug,4,0.83,12
fall,0,Mon,0,Clear + Few clouds,0.8,1,Jun,13,0.33,585
winter,0,Sat,1,Clear + Few clouds,0.26,0,Nov,0,0.48,30
fall,0,Tue,1,Clear + Few clouds,0.56,0,Aug,4,0.68,3
winter,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.6,0,Sep,4,0.94,8
fall,0,Thu,1,Clear + Few clouds,0.62,1,Aug,3,0.78,7
summer,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.54,1,May,8,0.88,156
fall,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.64,0,Sep,18,0.94,68
fall,0,Mon,0,Clear + Few clouds,0.64,1,Sep,13,0.41,694
winter,0,Thu,1,Clear + Few clouds,0.46,1,Dec,13,0.41,214
springer,0,Tue,1,Mist + Cloudy,0.24,1,Dec,19,0.93,18
summer,0,Mon,0,Clear + Few clouds,0.5,1,Apri,6,0.63,16
winter,0,Sat,1,Clear + Few clouds,0.2,1,Nov,5,0.8,40
fall,0,Mon,0,Mist + Cloudy,0.7,1,July,13,0.65,626
winter,0,Sat,1,Mist + Cloudy,0.5,0,Dec,4,0.59,5
winter,0,Fri,1,Mist + Cloudy,0.34,0,Nov,12,0.53,121
fall,0,Thu,1,Mist + Cloudy,0.82,0,Jun,13,0.56,147
summer,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.34,0,Mar,13,0.87,108
springer,0,Sat,1,Mist + Cloudy,0.4,1,Feb,7,0.76,272
fall,0,Sun,0,Clear + Few clouds,0.72,0,Sep,11,0.62,360
winter,0,Fri,1,Clear + Few clouds,0.36,1,Oct,5,0.5,42
winter,0,Thu,1,Mist + Cloudy,0.58,0,Oct,23,0.94,69
fall,0,Sun,0,Mist + Cloudy,0.7,0,Aug,16,0.74,281
summer,0,Fri,1,Clear + Few clouds,0.42,0,Apri,10,0.44,98
winter,0,Tue,1,Mist + Cloudy,0.36,1,Nov,9,0.66,278
fall,0,Fri,1,Clear + Few clouds,0.78,0,Jun,14,0.31,163
fall,0,Fri,1,Clear + Few clouds,0.56,1,Sep,20,0.64,417
fall,0,Sat,1,Mist + Cloudy,0.7,1,Aug,8,0.74,690
fall,0,Fri,1,Clear + Few clouds,0.72,0,Sep,17,0.54,628
winter,0,Fri,1,Clear + Few clouds,0.66,0,Oct,15,0.78,155
summer,0,Sat,1,Mist + Cloudy,0.52,0,Apri,17,0.45,508
summer,0,Thu,1,Clear + Few clouds,0.42,1,Apri,17,0.35,579
summer,0,Tue,1,Clear + Few clouds,0.64,0,Apri,18,0.31,362
winter,0,Sat,1,Clear + Few clouds,0.28,0,Nov,19,0.41,190
summer,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.56,0,May,17,0.78,392
winter,0,Fri,1,Clear + Few clouds,0.48,0,Oct,5,0.82,26
winter,0,Sun,0,Clear + Few clouds,0.6,1,Oct,14,0.46,750
summer,0,Fri,1,Mist + Cloudy,0.8,0,Jun,20,0.43,254
fall,0,Fri,1,Clear + Few clouds,0.7,0,Aug,0,0.45,46
summer,0,Mon,0,Clear + Few clouds,0.58,1,Jun,23,0.64,108
summer,0,Sun,0,Clear + Few clouds,0.5,0,May,6,0.82,28
winter,0,Thu,1,Mist + Cloudy,0.58,1,Oct,23,0.68,123
fall,0,Sat,1,Clear + Few clouds,0.8,0,Aug,15,0.29,249
fall,0,Sat,1,"Light Snow, Light Rain + Thunderstorm",0.64,1,Aug,23,0.83,121
summer,0,Fri,1,Clear + Few clouds,0.38,0,May,7,0.58,271
winter,0,Mon,0,Mist + Cloudy,0.62,0,Sep,23,0.94,79
winter,0,Fri,1,Clear + Few clouds,0.32,0,Dec,10,0.53,93
springer,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.22,0,Feb,7,0.93,4
winter,0,Fri,1,Clear + Few clouds,0.32,1,Dec,10,0.45,167
summer,0,Wed,1,Mist + Cloudy,0.64,0,May,9,0.73,138
springer,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.26,1,Feb,5,0.81,4
summer,0,Tue,1,Mist + Cloudy,0.72,1,Jun,21,0.58,250
springer,1,Tue,0,Mist + Cloudy,0.34,0,Feb,5,0.36,3
winter,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.46,0,Nov,1,0.94,5
summer,0,Fri,1,Mist + Cloudy,0.5,1,Mar,9,0.94,318
fall,0,Sun,0,Clear + Few clouds,0.52,0,Sep,20,0.68,176
summer,0,Thu,1,Clear + Few clouds,0.26,0,Apri,7,0.65,133
springer,0,Sun,0,Clear + Few clouds,0.24,1,Jan,5,0.75,10
fall,0,Sat,1,Clear + Few clouds,0.76,0,Aug,18,0.58,425
winter,0,Sun,0,Mist + Cloudy,0.52,1,Oct,22,0.72,157
springer,0,Wed,1,Mist + Cloudy,0.2,1,Jan,4,0.86,4
winter,0,Wed,1,Mist + Cloudy,0.5,0,Nov,2,0.88,5
fall,0,Sun,0,Clear + Few clouds,0.56,1,Sep,21,0.52,296
fall,0,Wed,1,Clear + Few clouds,0.6,0,Sep,18,0.83,492
winter,0,Fri,1,Mist + Cloudy,0.38,1,Nov,15,0.58,217
fall,0,Thu,1,Clear + Few clouds,0.6,1,Jun,7,0.43,527
summer,0,Thu,1,Clear + Few clouds,0.76,0,May,15,0.52,182
fall,0,Wed,1,Clear + Few clouds,0.86,0,July,13,0.47,136
winter,0,Sun,0,Mist + Cloudy,0.5,1,Oct,1,0.88,146
springer,0,Sun,0,Clear + Few clouds,0.4,0,Mar,21,0.37,93
fall,0,Tue,1,Mist + Cloudy,0.66,1,July,4,0.94,8
winter,0,Mon,0,Mist + Cloudy,0.22,1,Nov,8,0.51,34
summer,0,Mon,0,Mist + Cloudy,0.44,0,May,5,0.77,5
winter,0,Fri,1,Clear + Few clouds,0.26,0,Dec,8,0.6,477
winter,0,Sun,0,Clear + Few clouds,0.26,1,Nov,2,0.65,49
springer,0,Mon,0,Clear + Few clouds,0.26,0,Jan,1,0.56,23
fall,0,Mon,0,Clear + Few clouds,0.7,1,July,22,0.74,191
fall,0,Fri,1,Clear + Few clouds,0.92,1,July,15,0.33,254
summer,0,Wed,1,Clear + Few clouds,0.74,0,May,11,0.51,175
winter,0,Sun,0,Clear + Few clouds,0.54,1,Oct,16,0.42,691
summer,0,Mon,0,Mist + Cloudy,0.6,1,May,13,0.64,565
springer,0,Mon,0,Clear + Few clouds,0.32,0,Jan,19,0.42,30
springer,0,Sun,0,Clear + Few clouds,0.3,0,Feb,20,0.87,69
summer,0,Wed,1,Clear + Few clouds,0.72,0,May,23,0.79,61
summer,0,Thu,1,Clear + Few clouds,0.7,0,Jun,1,0.84,17
springer,0,Mon,0,Mist + Cloudy,0.3,1,Mar,7,0.52,23
springer,0,Mon,0,Clear + Few clouds,0.38,0,Feb,13,0.29,154
winter,0,Fri,1,Clear + Few clouds,0.68,0,Sep,14,0.51,167
summer,0,Mon,0,Clear + Few clouds,0.64,0,May,0,0.83,83
springer,0,Fri,1,Clear + Few clouds,0.3,0,Dec,23,0.65,45
winter,0,Tue,1,Clear + Few clouds,0.18,0,Dec,1,0.8,11
fall,0,Tue,1,Clear + Few clouds,0.82,0,Aug,11,0.48,179
springer,0,Sun,0,Clear + Few clouds,0.32,1,Dec,14,0.36,161
springer,0,Sun,0,Clear + Few clouds,0.3,1,Feb,3,0.45,7
springer,0,Mon,0,Clear + Few clouds,0.28,1,Feb,11,0.41,227
springer,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.52,1,Mar,7,0.94,170
winter,0,Sun,0,Clear + Few clouds,0.38,1,Nov,22,0.71,193
summer,0,Thu,1,Mist + Cloudy,0.38,1,Apri,11,0.43,180
summer,0,Sat,1,"Light Snow, Light Rain + Thunderstorm",0.52,0,May,17,0.88,491
springer,0,Mon,0,Clear + Few clouds,0.3,1,Jan,0,0.33,96
springer,0,Sun,0,Clear + Few clouds,0.32,1,Feb,13,0.31,226
winter,0,Mon,0,Mist + Cloudy,0.42,0,Nov,5,0.67,4
winter,0,Wed,1,Mist + Cloudy,0.46,0,Nov,20,1.0,127
winter,0,Wed,1,Clear + Few clouds,0.44,0,Oct,3,0.94,1
summer,0,Sat,1,Clear + Few clouds,0.52,0,Apri,18,0.48,439
winter,0,Sun,0,Mist + Cloudy,0.4,0,Oct,16,0.76,223
fall,0,Mon,0,Clear + Few clouds,0.86,0,July,10,0.5,226
springer,0,Fri,1,Clear + Few clouds,0.18,0,Feb,17,0.26,165
summer,0,Mon,0,Mist + Cloudy,0.36,1,Apri,0,0.76,67
fall,0,Sun,0,Clear + Few clouds,0.62,0,July,7,0.73,52
winter,0,Sat,1,Clear + Few clouds,0.62,0,Oct,14,0.5,256
fall,0,Sat,1,Clear + Few clouds,0.72,0,Aug,20,0.79,222
springer,0,Sun,0,Clear + Few clouds,0.4,0,Mar,20,0.58,86
